CID,MW,MF,TPSA,XL,HAC,HBDC,HBAC,RBC,SMILES,Charge,CBUC
1676177,319.4,C21H25N3,18.8,4.5,24,0,3,3,CC1(C2=CC=CC=C2N(C1=CC=NC3=CC=C(C=C3)N(C)C)C)C,0,1
1676176,319.4,C21H25N3,18.8,4.5,24,0,3,3,CC1(C2=CC=CC=C2N(C1=CC=NC3=CC=C(C=C3)N(C)C)C)C,0,1
1674526,309.4,C18H19N3O2,62.7,3.2,23,2,4,7,COC1=CC=CC=C1NCC(=O)NN=CC=CC2=CC=CC=C2,0,1
1672531,304.4,C15H16N2O3S,96.5,3.2,21,1,5,5,CCOC(=O)C1=C(SC(=C1C)C)NC(=O)C2=CC=NC=C2,0,1
1653161,319.34,C14H13N3O4S,125,2.5,22,3,5,3,COC1=CC=CC=C1C(=O)NNC(=S)NC(=O)C2=CC=CO2,0,1
1653134,419.5,C19H21N3O6S,139,3,29,3,7,6,COC1=CC=CC=C1C(=O)NNC(=S)NC(=O)C2=CC(=C(C(=C2)OC)OC)OC,0,1
1653000,393.4,C16H11NO7S2,152,2.3,26,1,8,4,CC(=O)N(C1=CC2=C(C=C1)OC(=O)S2)S(=O)(=O)C3=CC=C(C=C3)C(=O)O,0,1
1652832,443.5,C22H21NO7S,130,3.3,31,1,7,7,CCCC(=O)N(C1=CC2=C(C=C1)OC(=C2C(=O)C)C)S(=O)(=O)C3=CC=C(C=C3)C(=O)O,0,1
1652712,327.4,C17H13NO4S,91.8,3.2,23,2,5,4,C1=CC=C2C(=C1)C=CC=C2NS(=O)(=O)C3=CC=CC(=C3)C(=O)O,0,1
1650543,338.32,C17H14N4O4,120,2.6,25,3,5,5,C1=CC=C2C(=C1)C(=C(N2)O)N=NC(=O)CNC(=O)C=CC3=CC=CO3,0,1
1646834,393.5,C17H16FN3O3S2,125,3.5,26,2,7,6,CCCNS(=O)(=O)C1=CC2=C(C=C1)N=C(S2)NC(=O)C3=CC=C(C=C3)F,0,1
1646814,397.5,C15H15N3O4S3,164,2.5,25,2,8,4,CC1=CC(=C(C=C1)C)S(=O)(=O)NC2=NC3=C(S2)C=C(C=C3)S(=O)(=O)N,0,1
1644311,279.28,C10H9N5O3S,156,1.7,19,2,7,4,C1=CC(=CC=C1C(=O)CSC2=NNC(=N2)N)[N+](=O)[O-],0,1
1643252,312.4,C19H24N2O2,50.4,4,23,2,3,7,CCCOC1=CC=C(C=C1)NCC(=O)NC2=C(C=C(C=C2)C)C,0,1
1640536,357.5,C18H15NO3S2,107,4.1,24,1,5,4,COC1=C(C=CC(=C1)C=C2C(=O)N(C(=S)S2)CC3=CC=CC=C3)O,0,1
1637842,582.5,C21H16BrN3O6S3,190,2.3,34,2,8,6,C1=CC=C2C(=C1)C(=C3C(=O)N(C(=S)S3)CCS(=O)(=O)O)C(=O)N2CC(=O)NC4=CC(=CC=C4)Br,0,1
1636748,337.3,C19H15NO5,76.8,2.6,25,0,5,3,CC1=CC(N2C3=C1C=C(C=C3C(=O)C2=O)OC(=O)C4=CC=CO4)(C)C,0,1
1636480,313.4,C15H11N3OS2,103,3.8,21,1,5,3,C1=CC=C(C=C1)NN2C(=O)C(=CC3=CC=NC=C3)SC2=S,0,1
1636339,452.7,C19H20N2OS5,166,4.2,27,0,7,3,CC1=CC2=C(C=C1C)N(C(C3=C2C(=S)SS3)(C)C)C(=O)CSC4=NCCS4,0,1
1635191,398.4,C21H22N2O6,113,2.8,29,2,6,7,C1CCC(=CC1)CCN2C(=O)C(=CC3=CC=CC=C3OCC(=O)O)C(=O)NC2=O,0,1
1635091,259.339,C16H21NO2,30.8,3.3,19,0,3,2,CC1=CC=CC=C1N=CC=C2OC(C(O2)(C)C)(C)C,0,1
1634414,347.4,C16H17N3O4S,107,1.6,24,1,6,4,C=CCN1C(=O)C(=CC2=CC=C(O2)N3CCOCC3)C(=O)NC1=S,0,1
1632909,387.5,C17H17N5O2S2,153,2.6,26,3,7,5,CC1=C(SC(=N1)NC(=O)C)C2=CSC(=N2)NC3=CC=C(C=C3)NC(=O)C,0,1
1632882,332.4,C14H12N4O2S2,158,3.1,22,3,8,4,CC1=C(SC(=N1)N)C2=CSC(=N2)NC3=CC=CC(=C3)C(=O)O,0,1
1632800,457.6,C20H19N5O2S3,165,3.8,30,1,8,10,C=CCN1C(=NN=C1SCC(=O)NCC2=CC=CO2)CSC3=NC4=CC=CC=C4S3,0,1
1632447,483.6,C23H21N3O3S3,161,4.9,32,1,7,9,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=CS3)C=C4C(=O)N(C(=S)S4)CCCCCC(=O)O,0,1
1631157,390.4,C15H10N4O5S2,172,2,26,1,8,4,C1=CC(=CN=C1)C(=O)NC2=NC=C(S2)S(=O)(=O)C3=CC=C(C=C3)[N+](=O)[O-],0,1
1631115,410.5,C19H14N4O3S2,140,2.3,28,1,6,2,CCN1C2=CC=CC=C2C(=C3C(=O)N(C(=S)S3)NC(=O)C4=CN=CC=C4)C1=O,0,1
1630995,344.4,C16H12N2O3S2,130,4.1,23,3,6,3,C1=CC=C(C=C1)NN2C(=O)C(=CC3=CC(=C(C=C3)O)O)SC2=S,0,1
1630758,309.4,C19H19NO3,46.6,3.6,23,0,3,5,CCCOC1=CC=C(C=C1)CN2C3=C(C=CC=C3C(=O)C2=O)C,0,1
1630007,464.9,C19H13ClN2O6S2,170,4.5,30,1,8,6,C1=CC=C(C(=C1)COC2=C(C=C(C=C2)[N+](=O)[O-])C=C3C(=O)N(C(=S)S3)CC(=O)O)Cl,0,1
1629947,349.8,C16H16ClN3O2S,93.5,2.7,23,2,4,4,C1CN(C2=C1C=C(C=C2)C=C3C(=O)NC(=S)NC3=O)CCCCl,0,1
1628909,302.3,C14H23O5P,65.7,1.7,20,0,5,9,CCCC(=O)C1=C(OC(=C1)CP(=O)(OCC)OCC)C,0,1
1628735,364.5,C20H20N4OS,82.4,4.4,26,1,4,3,C=CCSC1=NNC2=NC3=C(C(=O)N21)C4(CCCC4)CC5=CC=CC=C53,0,1
1628636,412.5,C18H20N8O2S,180,2.9,29,3,11,8,CCOC(=O)C1=CN=C(N=C1N)SCC2=NC(=NC(=N2)NC3=CC=C(C=C3)C)N,0,1
1628000,371.4,C17H13N3O5S,155,3.2,26,3,8,6,CC1=NC(=NN1)SC(=CC2=CC=C(O2)C3=CC=C(C=C3)C(=O)O)C(=O)O,0,1
1627636,267.3,C9H9N5OS2,148,0.9,17,4,5,2,C1=CC(=CC(=C1)NC(=S)NN)C2=NNC(=S)O2,0,1
1627491,307.3,C14H17N3O5,125,1.7,22,4,5,6,CCCC(=O)NNC(=O)CC(=O)NC1=CC=CC=C1C(=O)O,0,1
1627401,349.37,C14H15N5O4S,151,2.4,24,5,7,5,C1=CC=C(C=C1)NNC(=O)C(=O)NNS(=O)(=O)C2=CC=C(C=C2)N,0,1
1625910,305.4,C20H19NO2,52.8,5.1,23,2,3,4,CCCC1=CC(=C(C=C1)O)N=CC2=C(C=CC3=CC=CC=C32)O,0,1
1625680,405.8,C17H12ClN3O5S,155,3.9,27,3,8,6,CC1=NC(=NN1)SC(=CC2=CC=C(O2)C3=CC(=C(C=C3)C(=O)O)Cl)C(=O)O,0,1
1625575,297.33,C13H15NO5S,97.9,0.7,20,1,5,6,CCOC(=O)C=CS(=O)(=O)C1=CC=C(C=C1)NC(=O)C,0,1
1625554,343.4,C18H21N3O2S,84.7,3.1,24,1,4,2,CN1C(=O)C(=CC2=CC=C(C=C2)N3CCCCCC3)C(=O)NC1=S,0,1
1625367,256.3,C7H8N6OS2,151,1.2,16,2,7,6,C1=NNC(=N1)SCC(=O)CSC2=NC=NN2,0,1
1625178,340.4,C16H16N6OS,110,2.7,24,2,5,5,CC1=CC(=NN1)C2=NNC(=S)N2N=CC=CC3=CC=CC=C3OC,0,1
1625080,313.35,C17H19N3O3,91.3,1.8,23,2,6,4,CC1(CC2=C(CO1)C(=NC(=C2C#N)NCCO)C3=CC=CO3)C,0,1
1624667,470.6,C21H18N4O3S3,150,3.6,31,1,7,5,CN(C)S(=O)(=O)C1=CC=CC(=C1)C2=NN(C=C2C=C3C(=O)NC(=S)S3)C4=CC=CC=C4,0,1
1623230,274.25,C12H19O5P,65.7,0.9,18,0,5,7,CCOP(=O)(CC1=CC(=C(O1)C)C(=O)C)OCC,0,1
1622509,279.28,C10H9N5O3S,156,1.7,19,2,7,4,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)CSC2=NNC(=N2)N,0,1
1622297,347.5,C17H17NO3S2,115,4.1,23,1,5,6,CC(=CC1=CC=CC=C1)C=C2C(=O)N(C(=S)S2)CCCC(=O)O,0,1
1620644,377.4,C22H19NO5,72.9,3.1,28,0,5,4,CC1=CC(N2C3=C1C=C(C=C3C(=O)C2=O)OC(=O)C4=CC(=CC=C4)OC)(C)C,0,1
1620267,471.5,C28H29N3O4,80.6,5,35,1,4,8,CCC1=CC=C(C=C1)N2C(=O)C(=CC3=CC=CN3CCOC4=CC=C(C=C4)C(C)C)C(=O)NC2=O,0,1
1620235,426.5,C19H14N4O4S2,158,3.5,29,3,9,6,C1=CC=C2C(=C1)N=C(C(=N2)NS(=O)(=O)C3=CC=CS3)NC4=CC=CC(=C4)C(=O)O,0,1
1619887,485.4,C24H14F3NO7,108,5.3,35,0,10,5,COC1=CC=CC=C1C2=C(OC3=C(C2=O)C=CC(=C3)OC(=O)C4=CC=C(C=C4)[N+](=O)[O-])C(F)(F)F,0,1
1618705,424.7,C17H12Cl3N5O2,88.6,6.2,27,1,5,4,CC1=CC=CC=C1NC(=C(C(=C(Cl)Cl)Cl)[N+](=O)[O-])N2C3=CC=CC=C3N=N2,0,1
1618622,462.4,C25H22N2O7,128,4,34,1,7,10,CC1=CC(=CC=C1)NC(=O)CCC(=O)OCC(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)[N+](=O)[O-],0,1
1617920,308.5,C17H28N2OS,73.2,4.6,21,2,2,5,CCCCCC(=O)NC(=S)NC1C2CC3CC(C2)CC1C3,0,1
1617287,356.4,C18H16N2O4S,109,2.9,25,2,5,2,CC1(OC(=CC(=CC=C2C(=O)NC(=S)NC2=O)O1)C3=CC=CC=C3)C,0,1
1617256,420.4,C18H20N4O6S,150,0.9,29,3,7,5,CNC(=S)N(C)CCC1=CC2=C(C(=C1C=C3C(=O)NC(=O)NC3=O)OC)OCO2,0,1
1616902,389.4,C22H19N3O4,84.6,2.9,29,1,4,4,CC1=CC(=C(N1C2=CC=CC=C2)C)C=C3C(=O)NC(=O)N(C3=O)CC4=CC=CO4,0,1
1616727,329.5,C17H19N3S2,88,4.7,22,1,3,6,CCCCC1=CC=C(C=C1)N2C(=NNC2=S)CC3=CC=CS3,0,1
1615690,422.5,C22H18N2O3S2,120,4.5,29,1,5,6,C1=CC=C2C=C(C=CC2=C1)NC(=O)CCCN3C(=O)C(=CC4=CC=CO4)SC3=S,0,1
1614487,426.5,C19H14N4O4S2,158,3.5,29,3,9,6,C1=CC=C2C(=C1)N=C(C(=N2)NS(=O)(=O)C3=CC=CS3)NC4=CC=C(C=C4)C(=O)O,0,1
1614302,326.3,C17H14N2O5,88.8,1.7,24,1,5,4,COC1=CC=C(C=C1)CN2C(=O)C(=CC3=COC=C3)C(=O)NC2=O,0,1
1613877,422.8,C21H11ClN2O4S,111,5,29,1,6,3,C1=CC=C2C(=C1)N=C3N2C(=O)C(=CC4=CC=C(O4)C5=CC(=C(C=C5)C(=O)O)Cl)S3,0,1
1613528,400.5,C19H16N2O4S2,133,2.3,27,1,6,2,CC1=CC(N2C3=C1C=C(C=C3C(=C4C(=O)NC(=S)S4)C2=O)OC(=O)C)(C)C,0,1
1613180,361.4,C18H19NO5S,97.9,2.9,25,1,6,8,CC1=CC(=C(C=C1)C)C(=O)COC(=O)CNS(=O)(=O)C2=CC=CC=C2,0,1
1611891,431.5,C22H17N5O3S,122,3.3,31,2,8,7,C1=CC=C2C(=C1)N=CC(=N2)NS(=O)(=O)C3=CC=C(C=C3)NC=CC(=O)C4=CN=CC=C4,0,1
1611795,409.9,C16H12ClN3O2S3,150,5.5,25,0,7,6,C1=CC(=CC=C1CSC2=NN=C(S2)SCC3=CC=C(C=C3)Cl)[N+](=O)[O-],0,1
1611627,252.14,C7H4N6O5,156,1.1,18,1,8,1,C1=C(C=C(C(=C1N2C=NN=N2)O)[N+](=O)[O-])[N+](=O)[O-],0,1
1610446,426.4,C22H22N2O7,103,2.5,31,1,7,7,COC1=CC=C(C=C1)CN2C(=O)C(=CC3=CC(=C(C(=C3)OC)OC)OC)C(=O)NC2=O,0,1
1609548,322.4,C16H26N4O3,85.2,1,23,2,5,7,CCCCN1C(=C(C(=O)NC1=O)C=NCCN2CCCCC2)O,0,1
1608740,425.09,C12H11Br2NO4S,89.9,4.5,20,1,5,5,CCCCNC(=O)OC1=C(C=C2C(=C1Br)OC(=O)S2)Br,0,1
1608674,358.4,C17H14N2O5S,113,2.3,25,1,6,4,COC1=CC(=C(C=C1)OC)N2C(=O)C(=CC3=CC=CO3)C(=O)NC2=S,0,1
1608030,381.5,C20H15NO3S2,115,5.3,26,1,5,4,CC(=CC1=CC=CC=C1)C=C2C(=O)N(C(=S)S2)C3=CC=C(C=C3)C(=O)O,0,1
1607515,316.31,C16H16N2O5,84.9,1,23,1,5,4,C1COCCN1C(=O)C(=CC2=CC=CO2)NC(=O)C3=CC=CO3,0,1
1605551,415,C21H19ClN2OS2,89.7,5.1,27,1,3,3,C1CCN(CC1)C(=S)SC2=C(C3=C(C=CC(=C3)Cl)NC2=O)C4=CC=CC=C4,0,1
1604722,410.4,C25H18N2O4,75.7,4.3,31,1,4,3,COC1=CC=C(C=C1)N2C(=O)C(=CC3=CC4=C(C=C3)C5=CC=CC=C5C4)C(=O)NC2=O,0,1
1603092,257.279,C15H15NO3,46.6,1.7,19,0,3,1,CC1=CC(N2C3=C1C=C(C=C3C(=O)C2=O)OC)(C)C,0,1
1602504,344.4,C16H12N2O3S2,119,3,23,1,5,3,COC1=CC=C(C=C1)N2C(=O)C(=CC3=CC=CS3)C(=O)NC2=S,0,1
1602029,402.4,C18H14N2O5S2,157,3.4,27,3,7,3,COC1=C(C=CC(=C1)C=C2C(=O)N(C(=S)S2)NC(=O)C3=CC(=CC=C3)O)O,0,1
1601813,526.6,C27H34N4O5S,145,6.3,37,1,7,9,CCCCCCCCCC1=NC2=C(C3=C(S2)COC(C3)(C)C)C(=O)N1NC(=O)C4=CC=CC=C4[N+](=O)[O-],0,1
1601139,261.399,C10H15NO3S2,91.3,2,16,1,5,5,CCN(CC)C1=CC=C(C=C1)SS(=O)(=O)O,0,1
1600600,366.4,C19H18N4O2S,90.5,3.7,26,1,5,7,COC1=CC=CC=C1C=CC=NN2C(=NNC2=S)COC3=CC=CC=C3,0,1
1599396,322.4,C17H14N4OS,74.1,3,23,0,5,2,C1N=C2N(CN1C3=CC=CC=C3)C(=O)C(=CC4=CC=CC=N4)S2,0,1
1598265,396.3,C17H11Cl2NO2S2,97.9,5.4,24,1,4,3,C1=CC=C(C=C1)CN2C(=O)C(=CC3=CC(=C(C(=C3)Cl)O)Cl)SC2=S,0,1
1598118,312.4,C16H12N2OS2,90.6,3.8,21,0,4,2,CC1=CC(=CC=C1)N2C(=O)C(=CC3=CN=CC=C3)SC2=S,0,1
1596435,493.6,C25H23N3O4S2,142,5.5,34,1,7,8,CC(C)COC1=CC=C(C=C1)C2=NN(C=C2C=C3C(=O)N(C(=S)S3)CC(=O)O)C4=CC=CC=C4,0,1
1596134,454.4,C17H14N2O9S2,201,0.3,30,4,11,8,C1=CC2=C(C=C1S(=O)(=O)NCC(=O)O)C(=O)C3=C2C=CC(=C3)S(=O)(=O)NCC(=O)O,0,1
1595371,304.4,C15H16N2O3S,94.6,2.7,21,1,4,5,CCCCN1C(=O)C(=CC=CC2=CC=CO2)C(=O)NC1=S,0,1
1594634,496.4,C17H10BrN3O4S3,165,2.8,28,2,7,4,C1=CC=C(C=C1)S(=O)(=O)NN2C(=C(SC2=S)C3=C4C=C(C=CC4=NC3=O)Br)O,0,1
1594526,279.3,C15H9N3OS,73.1,3.1,20,0,4,1,C1=CC=C2C(=C1)N=C3N2C(=O)C(=CC4=CC=CC=N4)S3,0,1
1594243,349.4,C13H11N5O3S2,169,2.6,23,3,8,4,CCOC1=CC2=C(C=C1)N=C(S2)N=NC3=C(NC(=S)NC3=O)O,0,1
1592910,445.5,C22H15N5O4S,151,1.6,32,1,6,4,C1=CC=C(C=C1)CC2=NN3C(=O)C(=C4C5=CC=CC=C5N(C4=O)CC(=O)N)SC3=NC2=O,0,1
1591961,431.5,C23H17N3O2S2,120,4.7,30,1,5,4,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NN3C(=O)C(=CC4=CN=CC=C4)SC3=S,0,1
1591624,339.4,C18H17N3O2S,74.4,3.1,24,0,4,3,C1CN(CCN1C2=CC=CC=C2)C3=NC(=O)C(=CC4=CC=CO4)S3,0,1
1591623,339.4,C18H17N3O2S,74.4,3.1,24,0,4,3,C1CN(CCN1C2=CC=CC=C2)C3=NC(=O)C(=CC4=CC=CO4)S3,0,1
1591577,214.18,C7H10N4O4,120,-1.2,15,4,5,5,C(CC(=O)O)CNC1=NNC(=O)NC1=O,0,1
1591163,346.32,C14H10N4O5S,153,0.9,24,1,7,4,C1=CC2=C(C(=C1)[N+](=O)[O-])C(=O)N(C2=O)CCC(=O)NC3=NC=CS3,0,1
1589746,449.6,C21H27N3O4S2,155,4.1,30,3,6,7,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NCC(=O)NC2=C(C3=C(S2)CCCC3)C(=O)N,0,1
1589731,428.5,C19H16N4O4S2,151,3.8,29,3,8,6,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C3=CC=CC=C32)O)SC4=NC=NN4,0,1
1589729,408.5,C16H16N4O5S2,160,2.5,27,3,9,7,COC1=CC(=C(C=C1)OC)S(=O)(=O)NC2=CC(=C(C=C2)O)SC3=NC=NN3,0,1
1589323,398.5,C25H26N4O,59.8,6.3,30,1,3,7,CCCCC1=CC=C(C=C1)N2N=C3C=C(C(=CC3=N2)NC(=O)CC4=CC=CC=C4)C,0,1
1588252,436.6,C23H20N2OS3,106,6,29,0,5,4,CCN1C(=CC=C2C(=O)N(C(=S)S2)C)SC(=C1C3=CC=CC=C3)C4=CC=CC=C4,0,1
1588141,246.29,C12H10N2O2S,73.4,2.3,17,0,5,4,COC1=CC=C(C=C1)C2=NN=C(O2)SCC#C,0,1
1588011,532.6,C22H24N6O6S2,155,3.1,36,0,10,8,CC1=CC(=NN1C2=NN=C(N2N(S(=O)(=O)C3=CC=C(C=C3)OC)S(=O)(=O)C4=CC=C(C=C4)OC)C)C,0,1
1587870,428.5,C20H20N4O3S2,138,4.1,29,2,8,8,CCC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)NC=CC(=O)C3=CC=C(C=C3)C,0,1
1587838,321.4,C19H19N3O2,75,4.2,24,1,4,6,CCCOC1=CC=CC=C1C=C(C#N)C(=O)NC2=CC=CC(=N2)C,0,1
1587660,484.6,C21H20N6O2S3,199,4.4,32,2,10,7,C1CCC2=C(C1)C3=C(N=C(N=C3S2)SCC4=NN=C(N4C5=CC=CC=C5)SCC(=O)O)N,0,1
1587557,486.6,C21H22N6O2S3,188,4.6,32,1,10,9,CCOC(=O)CSC1=NN=C(N1C2=CC=CC=C2)CSC3=NC(=C4C(=C(SC4=N3)C)C)N,0,1
1587154,446.9,C20H15ClN2O4S2,144,3.9,29,2,6,6,C1=CC(=CC(=C1)NC(=O)CCN2C(=O)C(=CC3=CC=C(C=C3)Cl)SC2=S)C(=O)O,0,1
1584945,248.3,C12H12N2O2S,82.4,2,17,2,3,3,CCOC1=CC=C(C=C1)C=C2C(=O)NC(=S)N2,0,1
1584572,375.5,C16H13N3O2S3,148,2.8,24,1,6,5,C1=CC=NC(=C1)NC(=O)CCN2C(=O)C(=CC3=CC=CS3)SC2=S,0,1
1584557,418.5,C18H14N2O4S3,172,3,27,2,7,6,C1=CC(=CC(=C1)NC(=O)CCN2C(=O)C(=CC3=CC=CS3)SC2=S)C(=O)O,0,1
1584487,257.29,C14H15N3O2,59.5,1.1,19,1,3,5,CN1C=CC=C1CC(=O)NN=CC=CC2=CC=CO2,0,1
1584470,311.4,C16H13N3O2S,74.4,3.2,22,0,5,2,C1N=C2N(CN1C3=CC=CC=C3)C(=O)C(=CC4=CC=CO4)S2,0,1
1583996,386.5,C14H14N2O5S3,171,2.9,24,1,7,5,CCS(=O)(=O)C1=CC(=C(S1)SC2=CC=CC=C2NC(=O)C)[N+](=O)[O-],0,1
1583933,448.6,C20H24N4O4S2,140,3.1,30,0,7,11,COCCCN=C(C1=CC=CO1)N2C(=S)N=C(N(C2=S)CCCOC)C3=CC=CO3,0,1
1582687,486.6,C25H18N4O3S2,138,4.6,34,2,7,6,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=CC=C(C=C4)S(=O)(=O)NC5=NC=CS5,0,1
1582648,454.7,C18H18N2O2S5,175,3.4,27,0,8,4,CC1(C2=C(C3=C(N1C(=O)CSC4=NCCS4)C=CC(=C3)OC)C(=S)SS2)C,0,1
1582612,321.28,C14H8FNO5S,89.1,2.2,22,0,6,3,C1=CC=C2C(=C1)C(=O)N(C2=O)OS(=O)(=O)C3=CC=C(C=C3)F,0,1
1582545,411.9,C22H18ClNO3S,83.6,6.1,28,1,4,5,CCOC(=O)C1=C(SC2=C1CCC3=CC=CC=C32)NC(=O)C4=CC=CC=C4Cl,0,1
1582526,330.4,C18H22N2O2S,77.2,2.1,23,1,3,6,C1CCC2=C(C1)C(=S)N=C(N2CCOCCO)C3=CC=CC=C3,0,1
1581987,369.4,C20H19NO6,109,2.9,27,2,7,7,CCOC(=O)C1=C(OC2=C1C(=C(C3=CC=CC=C32)O)C=NCCC(=O)O)C,0,1
1581985,341.4,C19H19NO5,92.3,2.7,25,2,6,6,CCOC(=O)C1=C(OC2=C1C(=C(C3=CC=CC=C32)O)C=NCCO)C,0,1
1581786,379.4,C16H17N3O6S,136,1.2,26,2,8,8,CCOC(=O)C=CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=NOC(=C2)C,0,1
1581302,366.4,C19H18N4O2S,90.5,3.6,26,1,5,6,COC1=CC=C(C=C1)C2=NNC(=S)N2N=CC=CC3=CC=CC=C3OC,0,1
1581119,347.2,C10H7BrN2O3S2,120,1.4,18,1,5,1,CC(=O)NN1C(=O)C(=CC2=CC=C(O2)Br)SC1=S,0,1
1581118,347.2,C10H7BrN2O3S2,120,1.4,18,1,5,1,CC(=O)NN1C(=O)C(=CC2=CC=C(O2)Br)SC1=S,0,1
1581015,268.3,C15H12N2OS,58.5,2.8,19,0,4,2,CN1C2=CC=CC=C2SC1=CC(=O)C3=CN=CC=C3,0,1
1580976,448.5,C22H16N4O3S2,134,3.4,31,1,6,3,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N3C(=C(SC3=S)C4=C5C=CC=CC5=NC4=O)O,0,1
1580468,456.5,C22H20N2O5S2,153,3.6,31,2,7,8,CCOC1=CC=C(C=C1)C=C2C(=O)N(C(=S)S2)CCC(=O)NC3=CC=C(C=C3)C(=O)O,0,1
1580466,456.5,C22H20N2O5S2,153,3.6,31,2,7,8,CCOC1=CC=C(C=C1)C=C2C(=O)N(C(=S)S2)CCC(=O)NC3=CC=C(C=C3)C(=O)O,0,1
1580464,456.5,C22H20N2O5S2,153,3.6,31,2,7,8,CCOC1=CC=C(C=C1)C=C2C(=O)N(C(=S)S2)CCC(=O)NC3=CC=CC(=C3)C(=O)O,0,1
1580460,456.5,C22H20N2O5S2,153,4.2,31,2,7,8,CCOC1=CC=C(C=C1)C=C2C(=O)N(C(=S)S2)CCC(=O)NC3=CC=CC=C3C(=O)O,0,1
1580366,452.5,C23H20N2O4S2,144,4.6,31,2,6,7,CC(=CC1=CC=CC=C1)C=C2C(=O)N(C(=S)S2)CCC(=O)NC3=CC=CC(=C3)C(=O)O,0,1
1580316,447.6,C18H17N5OS4,190,4.4,28,3,7,7,C1=CC=C(C=C1)CSC2=NN=C(S2)SCC(=O)NNC(=S)NC3=CC=CC=C3,0,1
1577785,360.4,C18H20N2O4S,105,2.8,25,1,5,5,CCOC(=O)C1CCN(CC1)C2=NC(=O)C(=CC3=CC=C(C=C3)O)S2,0,1
1576690,321.8,C14H8ClNO2S2,99.6,4.2,20,1,4,2,C1=CC=C(C(=C1)C2=CC=C(O2)C=C3C(=S)NC(=O)S3)Cl,0,1
1576528,258.2,C11H9F3N2O2,72.2,1.7,18,2,5,3,C1=CC(=CC(=C1)NC(=O)C=CC(=O)N)C(F)(F)F,0,1
1576280,300.27,C14H12N4O4,124,0.8,22,4,5,4,C1=CC=C(C=C1)C2=NNC(=C2)C(=O)NNC(=O)C=CC(=O)O,0,1
1575150,445.6,C21H23N3O4S2,134,3.7,30,2,7,9,CC1=C(C(=CC=C1)OCCCC(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)C,0,1
1573761,468.7,C19H20N2O2S5,175,3.8,28,0,8,5,CCOC1=CC2=C(C=C1)N(C(C3=C2C(=S)SS3)(C)C)C(=O)CSC4=NCCS4,0,1
1573152,287.33,C12H17NO5S,116,2.4,19,1,7,8,CCOC(=O)C1=C(SC(=C1C)C(=O)OCCOC)N,0,1
1572748,240.3,C9H8N2O2S2,133,1.5,15,2,6,3,C1=CSC(=C1)C2=C(SC(=N2)N)CC(=O)O,0,1
1571770,374.4,C18H22N4O5,104,0,27,2,7,6,COC1=CC=CC(=C1)N2C(=C(C(=O)NC2=O)C=NCCN3CCOCC3)O,0,1
1571645,291.17,C12H16Cl2N2O2,41.6,2.6,18,1,3,6,CN(C)CCNC(=O)COC1=C(C=C(C=C1)Cl)Cl,0,1
1571545,435.9,C17H10ClN3O5S2,173,4.8,28,2,7,2,C1=CC=C(C(=C1)C(=O)NN2C(=O)C(=CC3=CC(=C(C=C3)O)[N+](=O)[O-])SC2=S)Cl,0,1
1571543,435.9,C17H10ClN3O5S2,173,4.8,28,2,7,2,C1=CC=C(C(=C1)C(=O)NN2C(=O)C(=CC3=CC(=C(C=C3)O)[N+](=O)[O-])SC2=S)Cl,0,1
1570689,393.4,C22H20FN3O3,69.7,3.3,29,1,5,4,C1CCN(C1)C2=CC=C(C=C2)C=C3C(=O)NC(=O)N(C3=O)CC4=CC=C(C=C4)F,0,1
1570467,277.36,C16H23NO3,38.8,2,20,0,3,5,CC1=CC(=C(C=C1)C)OCCCC(=O)N2CCOCC2,0,1
1570351,379.4,C15H17N5O5S,160,3.2,26,1,8,6,CCOC(=O)C1=C(SC2=C1CCCC2)NC(=O)CN3C=NC(=N3)[N+](=O)[O-],0,1
1569851,326.4,C19H22N2O3,81.4,3.2,24,2,3,7,CC1=CC(=C(C=C1)C)OCCCC(=O)NC2=CC=CC=C2C(=O)N,0,1
1569734,368.5,C22H28N2O3,50.8,3.5,27,1,4,7,CC1=CC(=C(C=C1)C)OCCCC(=O)NC2=CC=C(C=C2)N3CCOCC3,0,1
1568466,385.5,C24H23N3O2,54.5,5.9,29,1,5,6,CCOC(=O)C1=CN=C2C(=C1NC3=CC=C(C=C3)N(C)C)C=CC4=CC=CC=C42,0,1
1568449,377.5,C23H27N3O2,54.5,5.7,28,1,5,8,CCN(CC)C1=CC=C(C=C1)NC2=C3C=C(C=CC3=NC=C2C(=O)OCC)C,0,1
1567712,430.4,C18H18N6O5S,154,0.3,30,2,9,5,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N=CC3=C(N(C(=O)N(C3=O)C)C)O,0,1
